time,seconds_elapsed,bpm,cybersickness
1764418626210016256,6.663355350494385,86.0,0
1764418631210016256,11.663355350494385,85.0,0
1764418636210016256,16.663355350494385,83.0,0
1764418640210016256,20.663355350494385,82.0,0
1764418646210016256,26.663355350494385,81.0,0
1764418649210016256,29.663355350494385,80.0,0
1764418655210016256,35.663355350494385,81.0,0
1764418657210016256,37.663355350494385,81.0,0
1764418664210016256,44.663355350494385,83.0,0
1764418671210016256,51.663355350494385,82.0,1
1764418674210016256,54.663355350494385,81.0,1
1764418681210016256,61.663355350494385,79.0,0
1764418686210016256,66.66335535049438,80.0,0
1764418690210016256,70.66335535049438,78.0,1
1764418693210016256,73.66335535049438,78.0,1
1764418699210016256,79.66335535049438,80.0,1
1764418705210016256,85.66335535049438,78.0,1
1764418709210016256,89.66335535049438,76.0,0
1764418715210016256,95.66335535049438,76.0,0
1764418717210016256,97.66335535049438,75.0,0
1764418726210016256,106.66335535049438,79.0,0
1764418729210016256,109.66335535049438,79.0,0
1764418736210016256,116.66335535049438,78.0,0
1764418738210016256,118.66335535049438,78.0,0
1764418746210016256,126.66335535049438,78.0,0
1764418748210016256,128.66335535049438,78.0,0
1764418755210016256,135.66335535049438,80.0,1
1764418761210016256,141.66335535049438,85.0,1
1764418766210016256,146.66335535049438,83.0,1
1764418770210016256,150.66335535049438,82.0,0
1764418776210016256,156.66335535049438,81.0,0
1764418777210016256,157.66335535049438,81.0,0
1764418783210016256,163.66335535049438,84.0,0
1764418791210016256,171.66335535049438,82.0,1
1764418794210016256,174.66335535049438,81.0,1
1764418801210016256,181.66335535049438,85.0,1
1764418806210016256,186.66335535049438,84.0,0
1764418807210016256,187.66335535049438,84.0,0
1764418814210016256,194.66335535049438,83.0,0
1764418821210016256,201.66335535049438,85.0,1
1764418822210016256,202.66335535049438,84.0,1
1764418827210016256,207.66335535049438,84.0,1
1764418834210016256,214.66335535049438,83.0,1
1764418838210016256,218.66335535049438,83.0,1
1764418843210016256,223.66335535049438,83.0,1
1764418847210016256,227.66335535049438,83.0,1
